1 ; 202
1 ; 161
2 ; 67
1 ; 68
1 ; 10
5 ; 0
5 ; 0
1 ; 10
5 ; 0
5 ; 0
1 ; 66
2 ; 67
1 ; 16
5 ; 0
5 ; 0
5 ; 0
1 ; 52
1 ; 47
1 ; 45
2 ; 73
1 ; 29
5 ; 0
5 ; 0
5 ; 0
5 ; 0
5 ; 0
5 ; 0
5 ; 0
5 ; 0
1 ; 43
2 ; 72
1 ; 38
5 ; 0
5 ; 0
5 ; 0
1 ; 38
5 ; 0
5 ; 0
1 ; 41
2 ; 72
6 ; 0
2 ; 88
3 ; 40
2 ; 88
3 ; 31
2 ; 86
3 ; 20
1 ; 50
2 ; 77
3 ; 20
2 ; 70
3 ; 20
1 ; 58
1 ; 56
2 ; 89
3 ; 20
2 ; 87
3 ; 20
1 ; 61
2 ; 67
3 ; 20
1 ; 64
2 ; 88
3 ; 20
2 ; 76
3 ; 20
2 ; 88
3 ; 12
1 ; 105
5 ; 0
1 ; 98
1 ; 96
2 ; 88
1 ; 78
5 ; 0
5 ; 0
5 ; 0
5 ; 0
1 ; 91
2 ; 89
5 ; 0
1 ; 89
2 ; 67
5 ; 0
1 ; 87
2 ; 67
3 ; 40
2 ; 88
3 ; 40
2 ; 88
3 ; 83
1 ; 94
2 ; 88
3 ; 80
2 ; 70
3 ; 80
2 ; 68
3 ; 73
1 ; 103
2 ; 66
1 ; 102
3 ; 73
3 ; 73
2 ; 78
3 ; 73
1 ; 112
5 ; 0
5 ; 0
5 ; 0
5 ; 0
1 ; 112
5 ; 0
1 ; 159
2 ; 67
1 ; 157
2 ; 67
1 ; 155
2 ; 83
1 ; 121
5 ; 0
5 ; 0
1 ; 153
2 ; 71
5 ; 0
1 ; 151
2 ; 67
1 ; 149
2 ; 71
1 ; 134
5 ; 0
5 ; 0
5 ; 0
1 ; 134
5 ; 0
1 ; 144
1 ; 142
2 ; 70
1 ; 140
2 ; 67
3 ; 40
2 ; 88
3 ; 40
2 ; 89
3 ; 137
1 ; 147
2 ; 87
3 ; 137
2 ; 88
3 ; 137
2 ; 88
3 ; 128
2 ; 88
3 ; 126
2 ; 88
3 ; 123
2 ; 88
3 ; 118
2 ; 88
3 ; 116
2 ; 88
3 ; 114
2 ; 76
1 ; 200
2 ; 77
1 ; 198
2 ; 65
1 ; 191
1 ; 189
2 ; 88
1 ; 187
2 ; 71
1 ; 185
2 ; 76
1 ; 183
2 ; 89
1 ; 178
2 ; 66
3 ; 40
1 ; 181
2 ; 88
3 ; 40
2 ; 78
3 ; 40
2 ; 88
3 ; 175
2 ; 88
3 ; 173
2 ; 88
3 ; 171
2 ; 69
3 ; 169
1 ; 196
2 ; 90
1 ; 195
3 ; 169
3 ; 169
2 ; 81
3 ; 169
2 ; 88
3 ; 166
2 ; 88
3 ; 164
1 ; 205
5 ; 0
3 ; 0
2 ; 88
1 ; 209
1 ; 105
3 ; 69
1 ; 162
3 ; 4
