1 ; 3
5 ; 0
3 ; 0
1 ; 127
1 ; 85
1 ; 83
2 ; 67
3 ; 8
1 ; 16
5 ; 0
5 ; 0
1 ; 15
5 ; 0
5 ; 0
3 ; 15
3 ; 16
1 ; 81
2 ; 67
3 ; 19
1 ; 24
5 ; 0
5 ; 0
5 ; 0
3 ; 24
1 ; 67
1 ; 62
1 ; 60
2 ; 86
3 ; 29
1 ; 39
5 ; 0
5 ; 0
5 ; 0
5 ; 0
5 ; 0
5 ; 0
5 ; 0
5 ; 0
3 ; 39
1 ; 58
2 ; 72
3 ; 42
1 ; 51
5 ; 0
5 ; 0
5 ; 0
1 ; 50
5 ; 0
5 ; 0
3 ; 50
3 ; 51
1 ; 56
2 ; 72
3 ; 54
3 ; 55
6 ; 0
2 ; 88
3 ; 54
2 ; 88
3 ; 42
2 ; 77
3 ; 29
1 ; 65
2 ; 70
3 ; 29
2 ; 89
3 ; 29
1 ; 73
1 ; 71
2 ; 87
3 ; 29
2 ; 67
3 ; 29
1 ; 76
2 ; 88
3 ; 29
1 ; 79
2 ; 76
3 ; 29
2 ; 73
3 ; 29
2 ; 88
3 ; 19
2 ; 88
3 ; 8
1 ; 122
2 ; 88
3 ; 88
1 ; 95
5 ; 0
5 ; 0
1 ; 94
5 ; 0
3 ; 94
3 ; 95
1 ; 114
1 ; 112
2 ; 69
3 ; 99
1 ; 106
5 ; 0
5 ; 0
1 ; 105
5 ; 0
3 ; 105
3 ; 106
1 ; 110
2 ; 89
3 ; 109
3 ; 55
2 ; 88
3 ; 109
2 ; 90
3 ; 99
1 ; 117
2 ; 88
3 ; 99
1 ; 120
2 ; 68
3 ; 99
2 ; 66
3 ; 99
1 ; 125
2 ; 82
3 ; 88
2 ; 75
3 ; 88
1 ; 171
1 ; 169
2 ; 82
3 ; 131
1 ; 167
2 ; 80
3 ; 134
1 ; 165
2 ; 67
3 ; 137
1 ; 149
5 ; 0
5 ; 0
5 ; 0
5 ; 0
5 ; 0
5 ; 0
5 ; 0
5 ; 0
5 ; 0
5 ; 0
3 ; 149
1 ; 163
2 ; 67
3 ; 152
1 ; 161
2 ; 86
3 ; 155
1 ; 159
2 ; 83
3 ; 158
3 ; 55
2 ; 88
3 ; 158
2 ; 88
3 ; 155
2 ; 88
3 ; 152
2 ; 88
3 ; 137
2 ; 88
3 ; 134
2 ; 88
3 ; 131
1 ; 222
2 ; 76
3 ; 174
1 ; 220
2 ; 77
3 ; 177
1 ; 218
2 ; 65
3 ; 180
1 ; 210
1 ; 208
2 ; 81
3 ; 184
1 ; 206
2 ; 71
3 ; 187
1 ; 204
2 ; 76
3 ; 190
1 ; 202
2 ; 89
3 ; 193
1 ; 197
2 ; 88
3 ; 196
3 ; 55
1 ; 200
2 ; 78
3 ; 196
2 ; 66
3 ; 196
2 ; 88
3 ; 193
2 ; 88
3 ; 190
2 ; 88
3 ; 187
2 ; 90
3 ; 184
1 ; 213
2 ; 88
3 ; 184
1 ; 216
2 ; 69
3 ; 184
2 ; 90
3 ; 184
2 ; 88
3 ; 180
2 ; 88
3 ; 177
2 ; 88
3 ; 174
